,address,city,area,rooms,bathrooms,garage,amenites,price_sale,price_rent,condo,crawled_at
15268,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15269,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15270,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15271,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15272,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15273,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15274,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15275,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15276,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15277,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15278,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15279,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15280,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15281,"Avenida Luiz Boiteux Piazza, 4615 - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,78,2 Quartos,2 Banheiros,1 Vaga,Churrasqueira Sala de jantar Área de serviço,R$ 2.900 /mês,R$ 2.900 /mês,R$ 500,2022-06-23 17:19
15282,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,84,2 Quartos,2 Banheiros,1 Vaga,Academia Ar-condicionado Área de serviço Salão de festas Armário embutido ...,R$ 3.400 /mês,R$ 3.400 /mês,,2022-06-23 17:19
15283,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15284,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15285,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15286,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15287,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15288,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15289,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15290,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15291,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15292,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15293,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15294,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15295,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15296,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15297,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15298,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15299,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15300,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15301,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15302,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15303,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15304,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15305,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15306,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15307,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15308,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15309,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15310,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15311,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15312,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15313,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15314,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15315,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15316,"Rua Delminda Silveira - Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15317,"Rua Newton Ramos, 91 - Centro, Florianópolis - SC",florianopolis,138,4 Quartos,4 Banheiros,2 Vagas,Piscina Mobiliado Churrasqueira Ar-condicionado Cozinha ...,R$ 8.000 /mês,R$ 8.000 /mês,R$ 869,2022-06-23 17:19
15318,"Servidão Francisco Cândido Xavier, 932 - Campeche, Florianópolis - SC",florianopolis,64,2 Quartos,1 Banheiro,-- Vaga,None,R$ 2.600 /mês,R$ 2.600 /mês,,2022-06-23 17:19
15319,"Centro, Florianópolis - SC",florianopolis,264,4 Quartos,5 Banheiros,2 Vagas,Piscina Elevador Varanda Ar-condicionado Área de serviço ...,R$ 5.700 /mês,R$ 5.700 /mês,R$ 1.800,2022-06-23 17:19
15320,"Avenida Jornalista Rubens de Arruda Ramos - Centro, Florianópolis - SC",florianopolis,179,3 Quartos,5 Banheiros,1 Vaga,Mobiliado Armário embutido Sala de jantar Ar-condicionado Área de serviço,R$ 12.000 /mês,R$ 12.000 /mês,R$ 2.778,2022-06-23 17:19
15321,"Campeche, Florianópolis - SC",florianopolis,85,2 Quartos,2 Banheiros,1 Vaga,Churrasqueira Piscina Academia Salão de festas Área de serviço,R$ 3.600 /mês,R$ 3.600 /mês,R$ 674,2022-06-23 17:19
15322,"Avenida Luiz Boiteux Piazza, 2597 - Canasvieiras, Florianópolis - SC",florianopolis,120,3 Quartos,4 Banheiros,2 Vagas,Piscina Mobiliado Churrasqueira Elevador Condomínio fechado ...,R$ 1.600 /dia,R$ 1.600 /dia,,2022-06-23 17:19
15323,"Centro, Florianópolis - SC",florianopolis,70,2 Quartos,1 Banheiro,1 Vaga,Mobiliado Elevador Varanda Academia Playground ...,R$ 2.500 /mês,R$ 2.500 /mês,R$ 650,2022-06-23 17:19
15324,"Rua das Fluoritas, 45 - Pântano do Sul, Florianópolis - SC",florianopolis,75,2 Quartos,3 Banheiros,1 Vaga,Mobiliado,R$ 2.200 /mês,R$ 2.200 /mês,R$ 200,2022-06-23 17:19
15325,"Campeche, Florianópolis - SC",florianopolis,90,3 Quartos,2 Banheiros,2 Vagas,Varanda Academia Garagem Ar-condicionado Jardim ...,R$ 7.000 /mês,R$ 7.000 /mês,R$ 890,2022-06-23 17:19
15326,"Rua José Cândido da Silva, 126 - Balneário, Florianópolis - SC",florianopolis,98,3 Quartos,2 Banheiros,1 Vaga,Interfone Área de serviço,R$ 2.200 /mês,R$ 2.200 /mês,R$ 400,2022-06-23 17:19
15327,"Avenida Patrício Caldeira de Andrada - Abraão, Florianópolis - SC",florianopolis,68,2 Quartos,2 Banheiros,2 Vagas,Piscina Mobiliado Churrasqueira Elevador Academia ...,R$ 2.980 /mês,R$ 590.000,R$ 341,2022-06-23 17:19
15328,"Avenida Professor Othon Gama D'Eça, 873 - Centro, Florianópolis - SC",florianopolis,264,4 Quartos,4 Banheiros,2 Vagas,Piscina Varanda Jardim Área de serviço Playground ...,R$ 5.700 /mês,R$ 5.700 /mês,R$ 1.800,2022-06-23 17:19
15329,"Canasvieiras, Florianópolis - SC",florianopolis,40,2 Quartos,1 Banheiro,-- Vaga,None,R$ 480 /dia,R$ 480 /dia,,2022-06-23 17:19
15330,"Rodovia Jornalista Maurício Sirotsky Sobrinho, 5610 - Jurerê, Florianópolis - SC",florianopolis,75,2 Quartos,2 Banheiros,1 Vaga,Piscina Mobiliado Churrasqueira Elevador Condomínio fechado ...,R$ 6.000 /mês,R$ 6.000 /mês,R$ 500,2022-06-23 17:19
15331,"Jurerê Internacional, Florianópolis - SC",florianopolis,121,3 Quartos,3 Banheiros,2 Vagas,Elevador,R$ 6.000 /mês,R$ 6.000 /mês,R$ 1.300,2022-06-23 17:19
15332,"Saco Grande, Florianópolis - SC",florianopolis,82,2 Quartos,2 Banheiros,1 Vaga,Piscina Mobiliado Academia Garagem Jardim ...,R$ 3.900 /mês,R$ 3.900 /mês,R$ 440,2022-06-23 17:19
15333,"Rua General Bittencourt - Centro, Florianópolis - SC",florianopolis,77,2 Quartos,1 Banheiro,1 Vaga,Portaria 24h Elevador Salão de festas Aceita animais,R$ 1.850 /mês,R$ 1.850 /mês,R$ 1.060,2022-06-23 17:19
15334,"Rua Jornalista Rodolfo Eduardo Sullivan, 291 - Jardim Atlântico, Florianópolis - SC",florianopolis,25,1 Quarto,1 Banheiro,1 Vaga,None,R$ 950 /mês,R$ 950 /mês,,2022-06-23 17:19
15335,"Jurerê, Florianópolis - SC",florianopolis,80,2 Quartos,2 Banheiros,1 Vaga,Mobiliado Varanda,R$ 3.500 /mês,R$ 3.500 /mês,R$ 500,2022-06-23 17:19
15336,"Agronômica, Florianópolis - SC",florianopolis,56,2 Quartos,1 Banheiro,1 Vaga,Piscina Churrasqueira Ar-condicionado Jardim Playground ...,R$ 1.700 /mês,R$ 1.700 /mês,R$ 700,2022-06-23 17:19
15337,"Avenida Campeche, 3693 - Campeche, Florianópolis - SC",florianopolis,72,2 Quartos,2 Banheiros,2 Vagas,Piscina Churrasqueira Elevador Varanda Jardim ...,R$ 6.800 /mês,R$ 6.800 /mês,R$ 600,2022-06-23 17:19
15338,"Canasvieiras, Florianópolis - SC",florianopolis,38,1 Quarto,1 Banheiro,1 Vaga,Condomínio fechado,R$ 550 /dia,R$ 550 /dia,,2022-06-23 17:19
15339,"Rua Doutor Abel Capela, 863 - Coqueiros, Florianópolis - SC",florianopolis,57,2 Quartos,1 Banheiro,-- Vaga,Playground Quadra poliesportiva Interfone Jardim Área de serviço,R$ 1.200 /mês,R$ 1.200 /mês,R$ 413,2022-06-23 17:19
15340,"Ingleses Norte, Florianópolis - SC",florianopolis,56,2 Quartos,2 Banheiros,1 Vaga,Mobiliado Churrasqueira Elevador Ar-condicionado Cozinha ...,R$ 2.650 /mês,R$ 2.650 /mês,R$ 500,2022-06-23 17:19
15341,"Campeche, Florianópolis - SC",florianopolis,100,2 Quartos,2 Banheiros,1 Vaga,None,R$ 4.200 /mês,R$ 4.200 /mês,,2022-06-23 17:19
15342,"Rodovia Amaro Antônio Vieira, 1890 - Itacorubi, Florianópolis - SC",florianopolis,62,2 Quartos,1 Banheiro,1 Vaga,Elevador Jardim Área de serviço Playground Salão de festas ...,R$ 1.800 /mês,Preço abaixo do mercado,R$ 590,2022-06-23 17:19
15343,"Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,140,3 Quartos,3 Banheiros,2 Vagas,Elevador,R$ 1.900 /dia,R$ 1.900 /dia,,2022-06-23 17:19
15344,"Canasvieiras, Florianópolis - SC",florianopolis,70,2 Quartos,1 Banheiro,1 Vaga,Piscina Mobiliado Churrasqueira Condomínio fechado Varanda ...,R$ 700 /dia,R$ 700 /dia,,2022-06-23 17:19
15345,"Rua João Jorge Mussi - Carianos, Florianópolis - SC",florianopolis,40,1 Quarto,1 Banheiro,1 Vaga,None,R$ 1.100 /mês,R$ 1.100 /mês,,2022-06-23 17:19
15346,"Ribeirão da Ilha, Florianópolis - SC",florianopolis,65,2 Quartos,1 Banheiro,1 Vaga,Área de serviço,R$ 1.300 /mês,Preço abaixo do mercado,,2022-06-23 17:19
15347,"Trindade, Florianópolis - SC",florianopolis,92,3 Quartos,2 Banheiros,2 Vagas,Mobiliado Churrasqueira Academia Garagem Ar-condicionado ...,R$ 4.500 /mês,R$ 4.500 /mês,R$ 580,2022-06-23 17:19
15348,"Rua Esteves Júnior, 522 - Centro, Florianópolis - SC",florianopolis,99,3 Quartos,1 Banheiro,2 Vagas,Garagem Condomínio fechado,R$ 3.500 /mês,R$ 3.500 /mês,R$ 842,2022-06-23 17:19
15349,"Avenida Jornalista Rubens de Arruda Ramos - Centro, Florianópolis - SC",florianopolis,259,4 Quartos,2 Banheiros,2 Vagas,Elevador Ar-condicionado Jardim Área de serviço Escritório ...,R$ 9.000 /mês,R$ 9.000 /mês,R$ 2.100,2022-06-23 17:19
15350,"Campeche, Florianópolis - SC",florianopolis,72,2 Quartos,2 Banheiros,1 Vaga,Churrasqueira Academia Garagem Jardim Área de serviço ...,R$ 5.000 /mês,R$ 5.000 /mês,R$ 652,2022-06-23 17:19
15351,"Canasvieiras, Florianópolis - SC",florianopolis,40,1 Quarto,1 Banheiro,-- Vaga,None,R$ 480 /dia,R$ 480 /dia,,2022-06-23 17:19
15352,"Jurerê, Florianópolis - SC",florianopolis,62,2 Quartos,1 Banheiro,1 Vaga,Mobiliado Salão de festas Sala de jantar Área de serviço,R$ 3.200 /mês,R$ 3.200 /mês,R$ 500,2022-06-23 17:19
15353,"Rua Newton Ramos, 91 - Centro, Florianópolis - SC",florianopolis,138,4 Quartos,4 Banheiros,2 Vagas,Piscina Mobiliado Churrasqueira Ar-condicionado Cozinha ...,R$ 8.000 /mês,R$ 8.000 /mês,R$ 869,2022-06-23 17:19
15354,"Servidão Francisco Cândido Xavier, 932 - Campeche, Florianópolis - SC",florianopolis,64,2 Quartos,1 Banheiro,-- Vaga,None,R$ 2.600 /mês,R$ 2.600 /mês,,2022-06-23 17:19
15355,"Centro, Florianópolis - SC",florianopolis,264,4 Quartos,5 Banheiros,,None,None,None,,2022-06-23 17:19
15356,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15357,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15358,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15359,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15360,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15361,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15362,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15363,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15364,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15365,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15366,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15367,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15368,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15369,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15370,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15371,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15372,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15373,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15374,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15375,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15376,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15377,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15378,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15379,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15380,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15381,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15382,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15383,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15384,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15385,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15386,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15387,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15388,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15389,"Balneário, Florianópolis - SC",florianopolis,96,3 Quartos,2 Banheiros,2 Vagas,Churrasqueira Garagem Ar-condicionado Área de serviço Playground ...,R$ 4.025 /mês,R$ 4.025 /mês,R$ 789,2022-06-23 17:19
15390,"Canasvieiras, Florianópolis - SC",florianopolis,50,2 Quartos,2 Banheiros,-- Vaga,None,None,None,,2022-06-23 17:19
15391,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15392,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15393,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15394,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:20
15395,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:20
15396,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:20
15397,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:20
15398,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:20
15399,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:20
15400,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:20
15401,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:20
15402,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:20
15403,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:20
15404,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:20
15405,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:20
15406,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:20
15407,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:20
15408,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:20
15409,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:20
15410,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:20
15411,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:20
15412,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:20
15413,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:20
15414,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:20
15415,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:20
15416,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:20
15417,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:20
15418,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:20
15419,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:20
15420,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:20
15421,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:20
15422,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:20
15423,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:20
15424,"Canasvieiras, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:20
15425,"Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,318,4 Quartos,5 Banheiros,2 Vagas,Piscina Mobiliado Churrasqueira Varanda Academia ...,R$ 13.950 /mês,R$ 13.950 /mês,R$ 1.870,2022-06-23 17:20
15426,"Rodovia Tertuliano Brito Xavier, 2395 - Jurerê, Florianópolis - SC",florianopolis,69,1 Quarto,1 Banheiro,1 Vaga,Piscina Mobiliado Churrasqueira Elevador Condomínio fechado ...,R$ 4.500 /mês,R$ 4.500 /mês,,2022-06-23 17:20
