,address,city,area,rooms,bathrooms,garage,amenites,price_sale,price_rent,condo,crawled_at
176,"Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
177,"Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
178,"Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
179,"Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
180,"Avenida Murilo Dantas, 1349 - Farolândia, Aracaju - SE",aracaju,70,3 Quartos,2 Banheiros,1 Vaga,None,R$ 1.200 /mês,R$ 1.200 /mês,R$ 314,2022-06-23 16:15
181,"Avenida Conselheiro João Moreira Filho, 5 - Atalaia, Aracaju - SE",aracaju,10,3 Quartos,1 Banheiro,1 Vaga,Condomínio fechado Portaria 24h Piscina Quadra poliesportiva Salão de festas,R$ 600 /mês,R$ 600 /mês,R$ 237,2022-06-23 16:15
182,"Rua B1, 150 - São Conrado, Aracaju - SE",aracaju,52,3 Quartos,1 Banheiro,1 Vaga,Piscina Condomínio fechado Playground Salão de festas Quadra poliesportiva ...,R$ 600 /mês,R$ 150.000,R$ 250,2022-06-23 16:15
183,"Centro, Aracaju - SE",aracaju,59,2 Quartos,1 Banheiro,1 Vaga,Garagem Cozinha Área de serviço,R$ 1.000 /mês,R$ 1.000 /mês,R$ 85,2022-06-23 16:15
184,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
185,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
186,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
187,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
188,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
189,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
190,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
191,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
192,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
193,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
194,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
195,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
196,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
197,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
198,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
199,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
200,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
201,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
202,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
203,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
204,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
205,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
206,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
207,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
208,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
209,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
210,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
211,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
212,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
213,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
214,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
215,"Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
216,"Luzia, Aracaju - SE",aracaju,65,3 Quartos,1 Banheiro,1 Vaga,None,R$ 800 /mês,R$ 800 /mês,R$ 205,2022-06-23 16:15
217,"Luzia, Aracaju - SE",aracaju,70,3 Quartos,1 Banheiro,1 Vaga,Condomínio fechado,R$ 1.230 /mês,R$ 1.230 /mês,,2022-06-23 16:15
218,"Farolândia, Aracaju - SE",aracaju,60,3 Quartos,1 Banheiro,1 Vaga,Condomínio fechado Cozinha Interfone Área de serviço,R$ 600 /mês,R$ 600 /mês,R$ 190,2022-06-23 16:15
219,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:15
220,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
221,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
222,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
223,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
224,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
225,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
226,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
227,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
228,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
229,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
230,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
231,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
232,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
233,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
234,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
235,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
236,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
237,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
238,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
239,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
240,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
241,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
242,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
243,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
244,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
245,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
246,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
247,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
248,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
249,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
250,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
251,"Rua João Carvalho de Aragão, 684 - Atalaia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
252,"Avenida Doutor José Thomas D'Ávila Nabuco - Farolândia, Aracaju - SE",aracaju,59,3 Quartos,1 Banheiro,2 Vagas,Piscina Elevador Condomínio fechado Academia Área de serviço ...,R$ 1.450 /mês,R$ 1.450 /mês,R$ 337,2022-06-23 16:16
253,"Avenida Acrísio Garcez, 221 - Ponto Novo, Aracaju - SE",aracaju,10,1 Quarto,1 Banheiro,-- Vaga,None,R$ 800 /mês,R$ 800 /mês,,2022-06-23 16:16
254,"Santo Antônio, Aracaju - SE",aracaju,60,2 Quartos,1 Banheiro,1 Vaga,Condomínio fechado,R$ 750 /mês,R$ 750 /mês,R$ 255,2022-06-23 16:16
255,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
256,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
257,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
258,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
259,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
260,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
261,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
262,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
263,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
264,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
265,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
266,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
267,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
268,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
269,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
270,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
271,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
272,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
273,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
274,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
275,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
276,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
277,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
278,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
279,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
280,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
281,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
282,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
283,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
284,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
285,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
286,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
287,"Santo Antônio, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
288,"Farolândia, Aracaju - SE",aracaju,60,3 Quartos,1 Banheiro,1 Vaga,Churrasqueira Elevador Varanda Espaço gourmet Garagem ...,R$ 1.200 /mês,R$ 1.200 /mês,,2022-06-23 16:16
289,"Farolândia, Aracaju - SE",aracaju,40,1 Quarto,1 Banheiro,-- Vaga,Cozinha Área de serviço,R$ 1.000 /mês,R$ 1.000 /mês,,2022-06-23 16:16
290,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
291,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
292,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
293,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
294,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
295,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
296,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
297,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
298,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
299,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
300,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
301,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
302,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
303,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
304,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
305,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
306,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
307,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
308,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
309,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
310,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
311,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
312,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
313,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
314,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
315,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
316,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
317,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
318,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
319,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
320,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
321,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
322,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
323,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
324,"Avenida Deputado Sílvio Teixeira, 97949161616 - Jardins, Aracaju - SE",aracaju,55,2 Quartos,1 Banheiro,1 Vaga,None,R$ 720 /mês,R$ 720 /mês,,2022-06-23 16:16
325,"Avenida Deputado Sílvio Teixeira, 118484545 - Jardins, Aracaju - SE",aracaju,55,2 Quartos,1 Banheiro,1 Vaga,None,R$ 720 /mês,R$ 720 /mês,,2022-06-23 16:16
326,"Rua Projetada 3 - Jabotiana, Aracaju - SE",aracaju,70,3 Quartos,1 Banheiro,1 Vaga,Piscina Churrasqueira Elevador Condomínio fechado Playground ...,R$ 1.100 /mês,R$ 1.100 /mês,R$ 425,2022-06-23 16:16
327,"Farolândia, Aracaju - SE",aracaju,40,1 Quarto,1 Banheiro,,None,None,None,,2022-06-23 16:16
328,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
329,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
330,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
331,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
332,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
333,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
334,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
335,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
336,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
337,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
338,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
339,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
340,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
341,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
342,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
343,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
344,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
345,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
346,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
347,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
348,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
349,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
350,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
351,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
352,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
353,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
354,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
355,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
356,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
357,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
358,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
359,"Farolândia, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
360,"São Conrado, Aracaju - SE",aracaju,60,2 Quartos,1 Banheiro,1 Vaga,Churrasqueira Condomínio fechado Área de serviço Quadra poliesportiva Cozinha ...,R$ 700 /mês,R$ 700 /mês,R$ 234,2022-06-23 16:16
361,"Rua São Cristóvão, 716 - Centro, Aracaju - SE",aracaju,60,2 Quartos,1 Banheiro,-- Vaga,None,R$ 780 /mês,R$ 780 /mês,,2022-06-23 16:16
362,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,65,2 Quartos,1 Banheiro,,None,None,None,,2022-06-23 16:16
363,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
364,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
365,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
366,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
367,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
368,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
369,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
370,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
371,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
372,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
373,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
374,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
375,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
376,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
377,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
378,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
379,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
380,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
381,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
382,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
383,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
384,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
385,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
386,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
387,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
388,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
389,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
390,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
391,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
392,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
393,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
394,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
395,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
396,"Avenida Escritor Graciliano Ramos, 95 - Jabotiana, Aracaju - SE",aracaju,75,3 Quartos,2 Banheiros,1 Vaga,Piscina Elevador Condomínio fechado Academia Salão de festas ...,R$ 1.200 /mês,R$ 1.200 /mês,R$ 435,2022-06-23 16:16
397,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE",aracaju,65,2 Quartos,1 Banheiro,1 Vaga,Piscina Churrasqueira Condomínio fechado Espaço gourmet Jardim ...,R$ 850 /mês,R$ 850 /mês,,2022-06-23 16:16
398,"Salgado Filho, Aracaju - SE",aracaju,250,4 Quartos,4 Banheiros,1 Vaga,None,R$ 1.400 /mês,Preço abaixo do mercado,,2022-06-23 16:16
399,"Travessa Manoel Leônidas de Bomfim, 859 - Siqueira Campos, Aracaju - SE",aracaju,120,3 Quartos,1 Banheiro,-- Vaga,None,R$ 850 /mês,R$ 850 /mês,,2022-06-23 16:16
400,"Rua Bahia, 1294 - Siqueira Campos, Aracaju - SE",aracaju,40,2 Quartos,1 Banheiro,-- Vaga,None,R$ 500 /mês,R$ 500 /mês,,2022-06-23 16:16
401,"Rua São Cristóvão, 716 - Centro, Aracaju - SE",aracaju,60,2 Quartos,,,None,None,None,,2022-06-23 16:16
402,"Rua São Cristóvão, 716 - Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
403,"Rua São Cristóvão, 716 - Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
404,"Rua São Cristóvão, 716 - Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
405,"Rua São Cristóvão, 716 - Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
406,"Rua São Cristóvão, 716 - Centro, Aracaju - SE",aracaju,,,,,None,None,None,,2022-06-23 16:16
