,address,city,area,rooms,bathrooms,garage,amenites,price_rent,condo,crawled_at
14787,"Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:11
14788,"Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:11
14789,"Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:11
14790,"Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:11
14791,"Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:11
14792,"Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:11
14793,"Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:11
14794,"Agronômica, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:11
14795,"Alameda Governador Heriberto Hulse, 126 - Centro, Florianópolis - SC",florianopolis,273,3 Quartos,2 Banheiros,2 Vagas,Mobiliado Elevador Varanda Ar-condicionado Área_de_serviço ...,R$ 8.500 /mês,R$ 2.093,2022-06-23 22:11
14796,"Canto, Florianópolis - SC",florianopolis,125,3 Quartos,3 Banheiros,1 Vaga,Varanda Ar-condicionado Jardim Área_de_serviço Playground ...,R$ 2.900 /mês,R$ 890,2022-06-23 22:11
14797,"Rua Desembargador Pedro Silva - Coqueiros, Florianópolis - SC",florianopolis,88,3 Quartos,2 Banheiros,1 Vaga,Elevador Área_de_serviço,R$ 3.200 /mês,R$ 639,2022-06-23 22:11
14798,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,79,3 Quartos,,,None,None,,2022-06-23 22:11
14799,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:11
14800,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:11
14801,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:11
14802,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:11
14803,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:11
14804,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:11
14805,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14806,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14807,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14808,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14809,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14810,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14811,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14812,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14813,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14814,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14815,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14816,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14817,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14818,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14819,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14820,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14821,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14822,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14823,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14824,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14825,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14826,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14827,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14828,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14829,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14830,"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14831,"Rua Lázaro de Oliveira Souza, 1065 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,90,3 Quartos,3 Banheiros,2 Vagas,Piscina Mobiliado Churrasqueira Elevador Condomínio_fechado ...,R$ 700 /dia,,2022-06-23 22:12
14832,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,80,2 Quartos,1 Banheiro,1 Vaga,None,None,,2022-06-23 22:12
14833,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14834,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14835,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14836,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14837,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14838,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14839,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14840,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14841,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14842,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14843,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14844,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14845,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14846,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14847,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14848,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14849,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14850,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14851,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14852,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14853,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14854,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14855,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14856,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14857,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14858,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14859,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14860,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14861,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14862,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14863,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14864,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14865,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14866,"Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14867,"Ribeirão da Ilha, Florianópolis - SC",florianopolis,55,2 Quartos,1 Banheiro,1 Vaga,Ar-condicionado Churrasqueira Condomínio_fechado Interfone,R$ 2.300 /mês,R$ 500,2022-06-23 22:12
14868,"Avenida dos Salmões, 914 - Jurerê Internacional, Florianópolis - SC",florianopolis,70,2 Quartos,2 Banheiros,1 Vaga,Mobiliado Churrasqueira Elevador Varanda Aceita_animais ...,R$ 180 /dia,,2022-06-23 22:12
14869,"Rio Tavares, Florianópolis - SC",florianopolis,28,,,,None,None,,2022-06-23 22:12
14870,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14871,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14872,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14873,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14874,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14875,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14876,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14877,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14878,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14879,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14880,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14881,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14882,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14883,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14884,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14885,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14886,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14887,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14888,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14889,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14890,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14891,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14892,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14893,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14894,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14895,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14896,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14897,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14898,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14899,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14900,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14901,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14902,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14903,"Rua da Capela, 190 - Campeche, Florianópolis - SC",florianopolis,78,2 Quartos,2 Banheiros,2 Vagas,Elevador Mobiliado,R$ 4.500 /mês,R$ 450,2022-06-23 22:12
14904,"Coqueiros, Florianópolis - SC",florianopolis,76,2 Quartos,1 Banheiro,1 Vaga,Piscina Churrasqueira Playground Salão_de_festas Interfone ...,R$ 1.650 /mês,,2022-06-23 22:12
14905,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14906,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14907,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14908,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14909,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14910,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14911,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14912,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14913,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14914,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14915,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14916,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14917,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14918,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14919,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14920,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14921,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14922,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14923,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14924,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14925,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14926,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14927,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14928,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14929,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14930,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14931,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14932,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14933,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14934,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14935,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14936,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14937,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14938,"Coqueiros, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14939,"Agronômica, Florianópolis - SC",florianopolis,65,2 Quartos,1 Banheiro,1 Vaga,None,R$ 1.950 /mês,R$ 580,2022-06-23 22:12
14940,"Rio Tavares, Florianópolis - SC",florianopolis,50,1 Quarto,1 Banheiro,-- Vaga,None,None,,2022-06-23 22:12
14941,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14942,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14943,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14944,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14945,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14946,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14947,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14948,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14949,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14950,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14951,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14952,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14953,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14954,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14955,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14956,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14957,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14958,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14959,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14960,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14961,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14962,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14963,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14964,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14965,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14966,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14967,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14968,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14969,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14970,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14971,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14972,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14973,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14974,"Rio Tavares, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14975,"Boulevard Paulo Zimmer - Agronômica, Florianópolis - SC",florianopolis,99,2 Quartos,3 Banheiros,2 Vagas,Academia Ar-condicionado Jardim Área_de_serviço Playground ...,R$ 6.900 /mês,R$ 850,2022-06-23 22:12
14976,"Rua José Cândido da Silva, 126 - Balneário, Florianópolis - SC",florianopolis,98,3 Quartos,2 Banheiros,1 Vaga,Interfone Área_de_serviço,R$ 2.200 /mês,R$ 400,2022-06-23 22:12
14977,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14978,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14979,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14980,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14981,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14982,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14983,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14984,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14985,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14986,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14987,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14988,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14989,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14990,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14991,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14992,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14993,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14994,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14995,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14996,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14997,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14998,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
14999,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15000,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15001,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15002,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15003,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15004,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15005,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15006,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15007,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15008,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15009,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15010,"Rua Araci Vaz Callado, 1124 - Canto, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15011,"Rua Desembargador Arno Hoeschl - Centro, Florianópolis - SC",florianopolis,92,2 Quartos,2 Banheiros,2 Vagas,Piscina Condomínio_fechado Academia Espaço_gourmet Gerador_elétrico ...,R$ 6.384 /mês,R$ 890,2022-06-23 22:12
15012,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,85,2 Quartos,3 Banheiros,1 Vaga,None,None,,2022-06-23 22:12
15013,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15014,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15015,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15016,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15017,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15018,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
